Team,Opp.,W/L
Montana,North Dakota,W
Little Rock,Arkansas St.,L
Eastern Washington,UMKC,W
UNC Wilmington,Louisiana,W
Baylor,Memphis,L
Loyola Chicago,Princeton,W
Chattanooga,Southeast Missouri S,L
Murray St.,Bellarmine,W
UMBC,Bucknell,W
Presbyterian,Morehead St.,W
Georgia Southern,Gardner Webb,W
Princeton,Loyola Chicago,L
Le Moyne,Binghamton,W
Montana St.,Oral Roberts,L
Morehead St.,Presbyterian,L
Marquette,Wisconsin,L
Rutgers,Michigan,L
Boston University,New Hampshire,L
Eastern Illinois,Lindenwood,L
Seton Hall,Kansas St.,W
Kennesaw St.,Georgia St.,W
Bradley,Northern Illinois,W
Western Kentucky,Evansville,W
N.C. State,UNC Asheville,W
Gardner Webb,Georgia Southern,L
Morgan St.,Longwood,L
Pacific,California,L
Tulane,Akron,L
Old Dominion,Richmond,L
Bucknell,UMBC,L
Southeast Missouri S,Chattanooga,W
Southern Miss,Miami FL,L
Nicholls St.,Incarnate Word,W
Northern Iowa,Wichita St.,L
Incarnate Word,Nicholls St.,L
Harvard,Furman,L
Monmouth,Georgia Tech,L
Bowling Green,Utah Valley,L
Longwood,Morgan St.,W
Milwaukee,Robert Morris,W
East Carolina,UNC Greensboro,L
Boston College,New Haven,W
UNC Asheville,N.C. State,L
Albany,Columbia,L
Fordham,Holy Cross,L
Northern Kentucky,Purdue Fort Wayne,L
USC Upstate,Western Carolina,W
Purdue Fort Wayne,Northern Kentucky,W
George Mason,Virginia Tech,L
Louisiana,UNC Wilmington,L
New Hampshire,Boston University,W
Northern Arizona,North Dakota St.,L
Bellarmine,Murray St.,L
Norfolk St.,James Madison,L
Sam Houston St.,Texas Southern,W
Maryland,Iowa,L
James Madison,Norfolk St.,W
Detroit Mercy,Cleveland St.,W
Oklahoma,Arizona St.,L
Robert Morris,Milwaukee,L
Vermont,Pepperdine,W
Southern Utah,Oregon St.,L
SIU Edwardsville,Western Michigan,L
Buffalo,St. Bonaventure,L
Kansas St.,Seton Hall,L
Maryland Eastern Sho,American,L
Western Carolina,USC Upstate,L
DePaul,Arkansas Pine Bluff,W
St. John's,Mississippi,W
Jacksonville,FIU,L
Hawaii,Cal St. Fullerton,W
Massachusetts,UMass Lowell,W
Drexel,La Salle,L
Cleveland St.,Detroit Mercy,L
Portland St.,Nebraska Omaha,L
Texas A&M Corpus Chr,Lamar,W
Stetson,South Carolina,L
Mississippi,St. John's,L
Delaware St.,Delaware,W
Delaware,Delaware St.,L
Maine,Miami OH,L
Binghamton,Le Moyne,L
Texas Southern,Sam Houston St.,L
Pepperdine,Vermont,L
North Dakota St.,Northern Arizona,W
Fresno St.,Arkansas,L
Lamar,Texas A&M Corpus Chr,L
UMKC,Eastern Washington,L
Cal St. Fullerton,Hawaii,L
Chicago St.,Illinois St.,L
West Georgia,Tennessee Tech,L
IU Indy,Youngstown St.,L
Georgia St.,Kennesaw St.,L
Northern Illinois,Bradley,L
UMass Lowell,Massachusetts,L
North Carolina A&T,North Carolina Centr,W
North Carolina Centr,North Carolina A&T,L
Wofford,Elon,L
Coppin St.,Liberty,L
Saint Louis,Central Michigan,W
Hofstra,Pittsburgh,W
UCF,Towson,W
Kansas,Missouri,W
Yale,Illinois Chicago,W
Lipscomb,Alabama A&M,W
UTEP,Seattle,L
St. Thomas,Weber St.,W
Nevada,Washington St.,W
Pittsburgh,Hofstra,L
Texas Tech,LSU,W
SMU,Texas A&M,W
Gonzaga,North Florida,W
Belmont,Middle Tennessee,W
Cornell,Samford,L
Stephen F. Austin,Louisiana Monroe,W
Wright St.,Green Bay,W
Utah St.,Charlotte,W
Florida Atlantic,Florida Gulf Coast,W
Florida Gulf Coast,Florida Atlantic,L
North Carolina,Georgetown,W
Nebraska,Creighton,W
Saint Mary's,Davidson,W
Louisiana Monroe,Stephen F. Austin,L
Alabama,UTSA,W
Merrimack,Fairfield,W
San Francisco,Mississippi St.,W
Northwestern St.,Southeastern Louisia,W
Missouri,Kansas,L
UNLV,Stanford,W
Radford,Saint Francis,W
Samford,Cornell,W
Washington St.,Nevada,L
Davidson,Saint Mary's,L
Seattle,UTEP,W
Siena,Canisius,W
Indiana St.,Southern Indiana,W
Central Michigan,Saint Louis,L
Alabama St.,Tennessee Martin,L
Illinois Chicago,Yale,L
Iona,Sacred Heart,W
Saint Peter's,Niagara,W
Tennessee Martin,Alabama St.,W
Southeastern Louisia,Northwestern St.,L
TCU,North Texas,W
Stanford,UNLV,L
Manhattan,Marist,L
Towson,UCF,L
Fairfield,Merrimack,L
Texas A&M,SMU,L
Georgetown,North Carolina,L
Northeastern,Central Connecticut,W
East Texas A&M,Central Arkansas,W
Mississippi St.,San Francisco,L
Sacred Heart,Iona,L
Quinnipiac,Rider,W
Alabama A&M,Lipscomb,L
North Florida,Gonzaga,L
Air Force,Navy,L
Creighton,Nebraska,L
North Texas,TCU,L
Weber St.,St. Thomas,L
Central Arkansas,East Texas A&M,L
Green Bay,Wright St.,L
Marist,Manhattan,W
Middle Tennessee,Belmont,L
Charlotte,Utah St.,L
LSU,Texas Tech,L
Southern Indiana,Indiana St.,L
Navy,Air Force,W
UT Rio Grande Valley,Austin Peay,W
Canisius,Siena,L
Saint Francis,Radford,L
Rider,Quinnipiac,L
Austin Peay,UT Rio Grande Valley,L
UTSA,Alabama,L
Central Connecticut,Northeastern,L
Niagara,Saint Peter's,L
Texas,Southern,W
Kansas St.,Mississippi Valley S,W
New Orleans,Incarnate Word,W
Incarnate Word,New Orleans,L
Charleston Southern,South Carolina St.,W
Lafayette,Penn,L
Southern,Texas,L
Penn,Lafayette,W
Southern Miss,Grambling St.,W
Grambling St.,Southern Miss,L
Mississippi Valley S,Kansas St.,L
South Carolina St.,Charleston Southern,L
Indiana,Penn St.,W
Illinois,Ohio St.,W
Connecticut,Florida,W
Wyoming,South Dakota,W
West Virginia,Little Rock,W
Ohio St.,Illinois,L
VMI,Loyola MD,W
Buffalo,UMBC,W
Michigan,Villanova,W
Florida,Connecticut,L
Kentucky,North Carolina Centr,W
BYU,Clemson,W
San Jose St.,Long Beach St.,W
DePaul,Morgan St.,W
USC,San Diego,W
Virginia,Maryland Eastern Sho,W
Saint Joseph's,Coppin St.,W
Providence,Brown,W
Clemson,BYU,L
UMBC,Buffalo,L
South Dakota,Wyoming,L
San Diego,USC,L
Long Beach St.,San Jose St.,L
Colorado St.,Dartmouth,W
South Dakota St.,Ball St.,W
Penn St.,Indiana,L
North Carolina Centr,Kentucky,L
Little Rock,West Virginia,L
Coppin St.,Saint Joseph's,L
Maryland Eastern Sho,Virginia,L
McNeese St.,Rhode Island,W
Brown,Providence,L
Howard,North Carolina A&T,W
North Carolina A&T,Howard,L
Ball St.,South Dakota St.,L
Stony Brook,Columbia,W
Rhode Island,McNeese St.,L
Arizona St.,Northern Arizona,W
Loyola MD,VMI,L
Villanova,Michigan,L
Dartmouth,Colorado St.,L
Columbia,Stony Brook,L
Northern Arizona,Arizona St.,L
Morgan St.,DePaul,L
Bucknell,Rider,W
Rider,Bucknell,L
Tulsa,Arkansas Pine Bluff,W
Purdue,Minnesota,W
Cal St. Northridge,Fresno St.,W
Nebraska,Wisconsin,W
Notre Dame,Idaho,W
Fresno St.,Cal St. Northridge,L
Purdue Fort Wayne,Eastern Michigan,W
Boise St.,Duquesne,W
New Mexico,VCU,W
Charleston,South Florida,L
VCU,New Mexico,L
N.C. State,Liberty,W
Miami OH,UNC Asheville,W
Yale,Albany,W
Arkansas Pine Bluff,Tulsa,L
South Florida,Charleston,W
Massachusetts,Boston College,W
Southern Illinois,Tennessee Martin,W
San Diego St.,Lamar,W
Albany,Yale,L
Baylor,Norfolk St.,W
Colgate,St. Bonaventure,L
St. Bonaventure,Colgate,W
Idaho,Notre Dame,L
UNC Asheville,Miami OH,L
Wisconsin,Nebraska,L
Idaho St.,Utah Valley,L
Marshall,Western Kentucky,W
Houston,Jackson St.,W
Lamar,San Diego St.,L
Southern,Texas St.,L
Eastern Kentucky,Eastern Illinois,W
Delaware,George Washington,W
Fordham,Fairleigh Dickinson,W
Maine,Boston University,W
Boston College,Massachusetts,L
NJIT,New Haven,W
Texas St.,Southern,W
Merrimack,Princeton,W
Minnesota,Purdue,L
Duquesne,Boise St.,L
Princeton,Merrimack,L
Utah Valley,Idaho St.,W
Norfolk St.,Baylor,L
New Haven,NJIT,L
Eastern Michigan,Purdue Fort Wayne,L
Tennessee Martin,Southern Illinois,L
Bryant,Iona,L
Iona,Bryant,W
Fairleigh Dickinson,Fordham,L
Boston University,Maine,L
Western Kentucky,Marshall,L
Eastern Illinois,Eastern Kentucky,L
Weber St.,UMKC,W
George Washington,Delaware,L
Jackson St.,Houston,L
UMKC,Weber St.,L
Liberty,N.C. State,L
Missouri,Alabama St.,W
Alabama St.,Missouri,L
Virginia Tech,Western Carolina,W
Iowa,Iowa St.,L
Iowa St.,Iowa,W
Western Carolina,Virginia Tech,L
Syracuse,Saint Joseph's,W
Green Bay,IU Indy,W
Appalachian St.,East Carolina,W
North Dakota St.,Cal St. Bakersfield,W
UT Arlington,UT Rio Grande Valley,W
IU Indy,Green Bay,L
Saint Joseph's,Syracuse,L
Cal St. Bakersfield,North Dakota St.,L
UT Rio Grande Valley,UT Arlington,L
East Carolina,Appalachian St.,L
Queens,South Carolina St.,W
Eastern Washington,Cal Baptist,L
McNeese St.,East Texas A&M,W
Cal Baptist,Eastern Washington,W
Xavier,Missouri St.,W
Austin Peay,East Tennessee St.,W
Texas,Connecticut,L
Connecticut,Texas,W
Maryland Eastern Sho,North Carolina A&T,L
North Carolina A&T,Maryland Eastern Sho,W
East Tennessee St.,Austin Peay,L
South Carolina St.,Queens,L
Army,UMBC,W
Missouri St.,Xavier,L
East Texas A&M,McNeese St.,L
UMBC,Army,L
Nebraska,Illinois,W
Arkansas,Texas Tech,W
Maryland,Michigan,L
Michigan,Maryland,W
Oregon,UC Davis,W
LSU,SMU,W
Illinois,Nebraska,L
Murray St.,Akron,W
Texas Tech,Arkansas,L
Louisville,Memphis,W
Belmont,Illinois Chicago,W
Houston,New Orleans,W
North Dakota St.,Drake,W
Illinois Chicago,Belmont,L
Providence,Butler,L
Villanova,Pittsburgh,W
Utah St.,Illinois St.,W
Kansas St.,Creighton,W
Washington,Southern Utah,W
Massachusetts,Florida St.,W
Gonzaga,UCLA,W
UCLA,Gonzaga,L
Purdue,Marquette,W
Arizona,Alabama,W
Butler,Providence,W
Drake,North Dakota St.,L
Cal St. Fullerton,Denver,W
Davidson,Mercyhurst,W
Miami FL,Louisiana Monroe,W
Hofstra,Syracuse,W
Cal St. Northridge,Delaware,W
Georgia Southern,West Georgia,W
Grand Canyon,Coastal Carolina,W
Louisiana Monroe,Miami FL,L
Alabama,Arizona,L
SMU,LSU,L
Syracuse,Hofstra,L
Delaware St.,Longwood,W
Stanford,San Jose St.,W
BYU,UC Riverside,W
Pittsburgh,Villanova,L
Tulsa,New Mexico St.,W
Illinois St.,Utah St.,L
Auburn,Chattanooga,W
Ohio St.,West Virginia,W
Georgia,Cincinnati,W
Oklahoma,Oklahoma St.,W
Florida Atlantic,Albany,W
San Jose St.,Stanford,L
North Carolina,USC Upstate,W
Akron,Murray St.,L
Nevada,Duquesne,W
Penn St.,Michigan St.,L
San Francisco,Saint Louis,L
Seton Hall,Rutgers,W
St. Thomas,UNC Asheville,W
Georgia St.,Jacksonville St.,W
Santa Clara,Arizona St.,L
South Dakota,Prairie View A&M,W
Marshall,Wright St.,W
UC San Diego,Tulane,W
Mercer,Clemson,L
Stony Brook,Central Michigan,W
Duquesne,Nevada,L
UNC Wilmington,Valparaiso,W
Northwestern St.,California,L
Saint Louis,San Francisco,W
Memphis,Louisville,L
West Virginia,Ohio St.,L
N.C. State,Kansas,L
Chattanooga,Auburn,L
Florida St.,Massachusetts,L
Arizona St.,Santa Clara,W
Utah,Mississippi St.,L
Vanderbilt,Central Arkansas,W
George Washington,Florida,L
Florida,George Washington,W
Creighton,Kansas St.,L
Central Connecticut,Binghamton,W
Richmond,Southern Illinois,W
Valparaiso,UNC Wilmington,L
Wright St.,Marshall,L
Bryant,Marist,L
Notre Dame,Evansville,W
Mississippi St.,Utah,W
Southern Utah,Washington,L
Arkansas St.,Rice,L
Morgan St.,Niagara,W
St. John's,Iona,W
Elon,Northern Illinois,W
Marist,Bryant,W
USC Upstate,North Carolina,L
Northwestern,Jackson St.,W
Northern Illinois,Elon,L
California,Northwestern St.,W
Oklahoma St.,Oklahoma,L
Miami OH,Eastern Kentucky,W
Kansas,N.C. State,W
Rice,Arkansas St.,W
Dayton,North Florida,W
Jacksonville St.,Georgia St.,L
Michigan St.,Penn St.,W
Kentucky,Indiana,W
Toledo,Robert Morris,L
Georgetown,Saint Peter's,W
Mississippi,Southern Miss,W
Colorado,UTSA,W
Canisius,Maine,W
Longwood,Delaware St.,L
San Diego,Northern Arizona,W
West Georgia,Georgia Southern,L
Fordham,Manhattan,W
UTEP,Hawaii,L
Denver,Cal St. Fullerton,L
Southern Miss,Mississippi,L
Ohio,St. Bonaventure,W
Iona,St. John's,L
New Orleans,Houston,L
Indiana,Kentucky,L
Dartmouth,Boston University,W
Bellarmine,Northern Kentucky,L
LIU,La Salle,W
DePaul,Wichita St.,W
Southeastern Louisia,Houston Christian,W
Oregon St.,Montana St.,W
Rutgers,Seton Hall,L
Prairie View A&M,South Dakota,L
Louisiana Tech,Louisiana,W
Utah Valley,UC Santa Barbara,W
Northern Arizona,San Diego,L
Central Arkansas,Vanderbilt,L
Eastern Kentucky,Miami OH,L
Clemson,Mercer,W
Robert Morris,Toledo,W
Northern Kentucky,Bellarmine,W
Mount St. Mary's,Loyola MD,W
St. Bonaventure,Ohio,L
Saint Peter's,Georgetown,L
Albany,Florida Atlantic,L
Wichita St.,DePaul,L
George Mason,Old Dominion,W
Niagara,Morgan St.,L
Coastal Carolina,Grand Canyon,L
UMass Lowell,Quinnipiac,L
Oakland,Northern Iowa,L
Marquette,Purdue,L
Southern Illinois,Richmond,L
Hawaii,UTEP,W
Houston Christian,Southeastern Louisia,L
New Mexico St.,Tulsa,L
Loyola MD,Mount St. Mary's,L
Sacred Heart,NJIT,W
Pepperdine,Cal St. Bakersfield,W
UTSA,Colorado,L
Binghamton,Central Connecticut,L
Delaware,Cal St. Northridge,L
Cincinnati,Georgia,L
Northern Iowa,Oakland,W
North Florida,Dayton,L
Evansville,Notre Dame,L
Manhattan,Fordham,L
Tulane,UC San Diego,L
Boston University,Dartmouth,L
La Salle,LIU,L
South Carolina,The Citadel,W
The Citadel,South Carolina,L
Montana St.,Oregon St.,L
UC Davis,Oregon,L
Western Illinois,North Dakota,W
Quinnipiac,UMass Lowell,W
Mercyhurst,Davidson,L
UNC Asheville,St. Thomas,L
Cal St. Bakersfield,Pepperdine,L
Howard,Hampton,W
Tennessee St.,UNLV,W
Old Dominion,George Mason,L
Hampton,Howard,L
Jackson St.,Northwestern,L
Central Michigan,Stony Brook,L
UNLV,Tennessee St.,L
UC Riverside,BYU,L
UC Santa Barbara,Utah Valley,L
North Dakota,Western Illinois,L
Louisiana,Louisiana Tech,L
NJIT,Sacred Heart,L
Maine,Canisius,L
Wake Forest,Queens,W
Texas A&M,Jacksonville,W
Troy,UAB,W
Iowa,Western Michigan,W
UAB,Troy,L
Missouri,Bethune Cookman,W
Temple,Saint Francis,W
Radford,Coppin St.,W
Vermont,Merrimack,W
Minnesota,Texas Southern,W
Purdue Fort Wayne,Detroit Mercy,W
Chicago St.,Loyola Chicago,W
Appalachian St.,High Point,W
Boise St.,Saint Mary's,W
Fairfield,Monmouth,W
Queens,Wake Forest,L
Virginia Tech,Maryland Eastern Sho,W
Detroit Mercy,Purdue Fort Wayne,L
Jacksonville,Texas A&M,L
High Point,Appalachian St.,L
Buffalo,East Carolina,L
Monmouth,Fairfield,L
Iowa St.,Eastern Illinois,W
Milwaukee,Indiana St.,L
Charleston,Charlotte,W
Indiana St.,Milwaukee,W
New Mexico,Florida Gulf Coast,W
Portland,Kent St.,W
Coppin St.,Radford,L
Kent St.,Portland,L
Charlotte,Charleston,L
Saint Mary's,Boise St.,L
Florida Gulf Coast,New Mexico,L
Saint Francis,Temple,L
Bethune Cookman,Missouri,L
Merrimack,Vermont,L
Campbell,Ball St.,W
USC,Washington St.,W
Maryland Eastern Sho,Virginia Tech,L
East Carolina,Buffalo,W
Loyola Chicago,Chicago St.,L
North Texas,South Alabama,W
Eastern Illinois,Iowa St.,L
Washington St.,USC,L
Ball St.,Campbell,L
South Alabama,North Texas,L
Texas Southern,Minnesota,L
Western Michigan,Iowa,L
Wyoming,South Dakota St.,W
Houston Christian,McNeese St.,L
McNeese St.,Houston Christian,W
Incarnate Word,TCU,L
VCU,Niagara,W
East Texas A&M,Southeastern Louisia,W
South Dakota St.,Wyoming,L
Niagara,VCU,L
Wofford,Gardner Webb,W
Southeastern Louisia,East Texas A&M,L
TCU,Incarnate Word,W
Alabama A&M,North Alabama,W
North Alabama,Alabama A&M,L
Gardner Webb,Wofford,L
Northern Colorado,Texas Tech,L
Texas Tech,Northern Colorado,W
Georgia Tech,Marist,W
Tennessee,Louisville,W
Arizona,Abilene Christian,W
BYU,Pacific,W
Northwestern,Valparaiso,W
Michigan St.,Toledo,W
Miami FL,FIU,W
Dayton,Florida St.,W
Arkansas,Queens,W
UT Rio Grande Valley,Lamar,W
St. John's,DePaul,W
LIU,Mississippi St.,L
North Carolina,East Tennessee St.,W
FIU,Miami FL,L
Mississippi St.,LIU,W
Miami OH,Wright St.,W
Dartmouth,Holy Cross,W
Oklahoma,UMKC,W
Howard,Drexel,W
Lipscomb,Duke,L
Kansas,Towson,W
Texas,Le Moyne,W
Marist,Georgia Tech,L
Connecticut,Butler,W
Montana St.,Cal Poly,W
Cal Poly,Montana St.,L
East Tennessee St.,North Carolina,L
USC Upstate,South Carolina St.,W
Queens,Arkansas,L
Toledo,Michigan St.,L
Belmont,Evansville,W
DePaul,St. John's,L
Valparaiso,Northwestern,L
Duke,Lipscomb,W
Sacred Heart,UMass Lowell,L
Louisville,Tennessee,L
Clemson,South Carolina,W
Southern,Cal Baptist,L
UMass Lowell,Sacred Heart,W
Abilene Christian,Arizona,L
South Carolina,Clemson,L
Wright St.,Miami OH,L
Cal Baptist,Southern,W
North Carolina A&T,UNC Greensboro,W
Tarleton St.,Mississippi Valley S,W
South Carolina St.,USC Upstate,L
Butler,Connecticut,L
Bowling Green,Chicago St.,W
Florida St.,Dayton,L
Lamar,UT Rio Grande Valley,L
Evansville,Belmont,L
Drexel,Howard,L
Morehead St.,Little Rock,W
UC San Diego,Loyola Marymount,W
Oral Roberts,Missouri St.,L
Holy Cross,Dartmouth,L
UMKC,Oklahoma,L
Missouri St.,Oral Roberts,W
Delaware,Rider,W
Towson,Kansas,L
Mississippi Valley S,Tarleton St.,L
Pacific,BYU,L
UNC Greensboro,North Carolina A&T,L
Chicago St.,Bowling Green,L
Loyola Marymount,UC San Diego,L
Rider,Delaware,L
Rhode Island,Canisius,W
Canisius,Rhode Island,L
Le Moyne,Texas,L
Little Rock,Morehead St.,L
N.C. State,Texas Southern,W
Alabama,South Florida,W
San Francisco,Loyola Chicago,W
Saint Louis,Bethune Cookman,W
UCLA,Arizona St.,W
Creighton,Xavier,W
Georgetown,Marquette,W
Utah Valley,Weber St.,W
Quinnipiac,Monmouth,W
South Florida,Alabama,L
Pittsburgh,Binghamton,W
Weber St.,Utah Valley,L
Florida,Saint Francis,W
Arkansas St.,Texas St.,W
Green Bay,UC Santa Barbara,W
Colorado,Portland St.,W
Vermont,Siena,W
Mississippi,Alabama A&M,W
Stanford,UT Arlington,W
Wofford,Wichita St.,L
Youngstown St.,Robert Morris,L
Cincinnati,Alabama St.,W
Wichita St.,Wofford,W
Sam Houston St.,Oregon St.,W
Arizona St.,UCLA,L
Cleveland St.,UAB,L
Robert Morris,Youngstown St.,W
UC Davis,Seattle,L
San Diego St.,Air Force,W
Loyola Chicago,San Francisco,L
Oregon,Portland,W
Marquette,Georgetown,L
UAB,Cleveland St.,W
USC,UTSA,W
The Citadel,Charleston,L
Oakland,Northern Kentucky,W
Seattle,UC Davis,W
Gonzaga,Campbell,W
Old Dominion,James Madison,W
Wagner,Maryland Eastern Sho,W
UTSA,USC,L
Air Force,San Diego St.,L
Portland St.,Colorado,L
Nicholls St.,Houston Christian,W
Washington St.,Eastern Washington,W
Texas Southern,N.C. State,L
Florida A&M,Jacksonville,W
Tulane,Louisiana Tech,W
Albany,Stony Brook,W
Louisiana Monroe,South Alabama,L
Stephen F. Austin,Texas A&M Corpus Chr,W
UCF,Mercer,W
Elon,Richmond,W
Syracuse,Mercyhurst,W
Saint Francis,Florida,L
Alabama A&M,Mississippi,L
UC Santa Barbara,Green Bay,L
Texas A&M Corpus Chr,Stephen F. Austin,L
Campbell,Gonzaga,L
Eastern Kentucky,Jacksonville St.,W
Northern Iowa,Illinois Chicago,W
Richmond,Elon,L
East Carolina,Presbyterian,W
Middle Tennessee,Kennesaw St.,W
Northern Kentucky,Oakland,L
Bellarmine,Chattanooga,W
Oregon St.,Sam Houston St.,L
Charleston,The Citadel,W
James Madison,Old Dominion,L
Texas St.,Arkansas St.,L
Monmouth,Quinnipiac,L
Illinois Chicago,Northern Iowa,L
Portland,Oregon,L
Santa Clara,North Texas,W
Jacksonville,Florida A&M,L
Binghamton,Pittsburgh,L
Longwood,Wake Forest,L
Maryland Eastern Sho,Wagner,L
South Alabama,Louisiana Monroe,W
North Texas,Santa Clara,L
Siena,Vermont,L
Vanderbilt,Memphis,W
Kennesaw St.,Middle Tennessee,L
Wake Forest,Longwood,W
UT Arlington,Stanford,L
Mercer,UCF,L
Alabama St.,Cincinnati,L
Houston Christian,Nicholls St.,L
Louisiana Tech,Tulane,L
Mercyhurst,Syracuse,L
Memphis,Vanderbilt,L
Chattanooga,Bellarmine,L
New Hampshire,Stonehill,W
Eastern Washington,Washington St.,L
Xavier,Creighton,L
Bethune Cookman,Saint Louis,L
Jacksonville St.,Eastern Kentucky,L
Stonehill,New Hampshire,L
Presbyterian,East Carolina,L
Stony Brook,Albany,L
VCU,American,W
Charlotte,Lafayette,W
Georgia,Western Carolina,W
American,VCU,L
North Dakota,Winthrop,W
Georgia Southern,Georgia St.,W
Winthrop,North Dakota,L
Fairfield,Central Connecticut,W
Charleston Southern,North Florida,W
Temple,Davidson,W
Illinois St.,Southern Illinois,W
TCU,Oral Roberts,W
Murray St.,Drake,W
Tennessee Tech,Southeast Missouri S,W
Bradley,Indiana St.,W
Pepperdine,Long Beach St.,L
North Florida,Charleston Southern,L
William & Mary,Radford,W
Western Carolina,Georgia,L
Tennessee St.,Tennessee Martin,W
Lafayette,Charlotte,L
Long Beach St.,Pepperdine,W
Hampton,Jackson St.,W
Lindenwood,Western Illinois,W
Oklahoma St.,UMKC,W
Little Rock,Southern Indiana,W
UMKC,Oklahoma St.,L
Drake,Murray St.,L
Eastern Illinois,SIU Edwardsville,W
Indiana St.,Bradley,L
Radford,William & Mary,L
Southern Illinois,Illinois St.,L
Jackson St.,Hampton,L
Grambling St.,Norfolk St.,W
Tennessee Martin,Tennessee St.,L
Western Illinois,Lindenwood,L
SIU Edwardsville,Eastern Illinois,L
Georgia St.,Georgia Southern,L
Southeast Missouri S,Tennessee Tech,L
Central Connecticut,Fairfield,L
Manhattan,Furman,L
Appalachian St.,Coastal Carolina,W
Davidson,Temple,L
Furman,Manhattan,W
Oral Roberts,TCU,L
Saint Joseph's,Delaware St.,W
Northern Arizona,Southern Utah,W
Norfolk St.,Grambling St.,L
Southern Indiana,Little Rock,L
Southern Miss,Louisiana,W
Southern Utah,Northern Arizona,L
Coastal Carolina,Appalachian St.,L
Louisiana,Southern Miss,L
Delaware St.,Saint Joseph's,L
San Diego,UC San Diego,W
Akron,Eastern Michigan,W
Belmont,UC Irvine,W
LSU,Southeastern Louisia,W
Baylor,Alcorn St.,W
High Point,La Salle,W
UCLA,Cal Poly,W
Milwaukee,South Dakota St.,W
Cal Poly,UCLA,L
South Dakota St.,Milwaukee,L
Grambling St.,Hampton,W
Villanova,Wisconsin,W
Loyola Marymount,North Alabama,W
Saint Mary's,Florida Atlantic,W
Tulsa,Western Kentucky,W
California,Morgan St.,W
BYU,Abilene Christian,W
Western Kentucky,Tulsa,L
Florida St.,Mississippi Valley S,W
Navy,Coppin St.,W
La Salle,High Point,L
UC San Diego,San Diego,L
Florida Atlantic,Saint Mary's,L
Hampton,Grambling St.,L
Providence,Seton Hall,L
Southeastern Louisia,LSU,L
Eastern Michigan,Akron,L
Sacred Heart,Dartmouth,W
Norfolk St.,Jackson St.,W
Drexel,Mount St. Mary's,W
Seton Hall,Providence,W
Wisconsin,Villanova,L
Abilene Christian,BYU,L
Washington,Seattle,L
Mount St. Mary's,Drexel,L
Tarleton St.,Florida A&M,W
Seattle,Washington,W
Coppin St.,Navy,L
Jackson St.,Norfolk St.,L
UC Irvine,Belmont,L
North Alabama,Loyola Marymount,L
Morgan St.,California,L
Alcorn St.,Baylor,L
Dartmouth,Sacred Heart,L
Florida A&M,Tarleton St.,L
Mississippi Valley S,Florida St.,L
Utah St.,Colorado St.,W
Houston,Arkansas,W
Texas Tech,Duke,W
Nevada,Boise St.,W
Utah,Eastern Washington,W
Purdue,Auburn,W
Kansas St.,South Dakota,W
Arkansas,Houston,L
Arkansas St.,Southern Miss,W
UCF,Florida Gulf Coast,W
Jacksonville St.,East Tennessee St.,W
Duke,Texas Tech,L
Elon,Virginia Tech,L
St. Thomas,UC Riverside,W
Buffalo,Western Michigan,W
St. Bonaventure,Le Moyne,W
Iowa,Bucknell,W
Maryland,Virginia,L
UNLV,Fresno St.,W
Northeastern,Syracuse,L
Loyola Chicago,Santa Clara,W
Miami OH,Ball St.,W
Georgia Tech,Lafayette,W
Kentucky,St. John's,W
East Tennessee St.,Jacksonville St.,L
Florida Gulf Coast,UCF,L
Tennessee Martin,Tennessee Tech,W
Nebraska Omaha,Lamar,W
Virginia,Maryland,W
Syracuse,Northeastern,W
Southeast Missouri S,Tennessee St.,W
Louisville,Montana,W
North Carolina,Ohio St.,W
Southern Miss,Arkansas St.,L
Lafayette,Georgia Tech,L
Utah Tech,Weber St.,W
Le Moyne,St. Bonaventure,L
Oakland,Michigan St.,L
